segment_id,environment,speaker_id,word_count,sentence_count,emotion_word_count,vulnerability_count,repair_count,second_person_count,directive_count,commitment_count,segment_start_iso,emotional_cost,role_constraint
four_guys_00449,four_guys,🔆 Mr_Y,296,42,0,0,1,10,10,0,2023-05-20T07:49:00,3.3783783783783785,60.81081081081081
four_guys_00450,four_guys,🔆 Mr_Y,68,16,1,1,0,0,1,1,2023-05-21T06:56:00,51.470588235294116,26.470588235294116
four_guys_00451,four_guys,🔆 Mr_Y,1,1,0,0,0,0,0,0,2023-05-22T08:31:00,0.0,0.0
four_guys_00452,four_guys,🔆 Mr_Y,12,2,0,0,0,0,1,0,2023-05-22T19:33:00,0.0,150.0
four_guys_00453,four_guys,🔆 Mr_Y,218,36,0,0,0,0,8,0,2023-05-23T08:12:00,0.0,66.05504587155964
four_guys_00454,four_guys,🔆 Mr_Y,3,3,0,0,0,0,0,0,2023-05-24T07:29:00,0.0,0.0
four_guys_00455,four_guys,🔆 Mr_Y,11,1,0,0,0,1,1,0,2023-05-24T18:34:00,0.0,163.63636363636363
four_guys_00456,four_guys,🔆 Mr_Y,82,19,0,0,0,0,2,0,2023-05-26T08:58:00,0.0,43.90243902439025
four_guys_00457,four_guys,🔆 Mr_Y,80,8,0,0,0,3,3,0,2023-05-26T17:40:00,0.0,67.5
four_guys_00458,four_guys,🔆 Mr_Y,254,52,0,0,0,7,4,0,2023-05-27T10:15:00,0.0,28.34645669291339
four_guys_00459,four_guys,🔆 Mr_Y,145,34,0,0,0,4,3,0,2023-05-28T07:24:00,0.0,45.51724137931035
four_guys_00460,four_guys,🔆 Mr_Y,123,14,0,0,0,2,4,0,2023-05-29T13:02:00,0.0,58.53658536585367
four_guys_00461,four_guys,🔆 Mr_Y,26,3,0,0,0,0,2,0,2023-05-30T08:31:00,0.0,138.46153846153848
four_guys_00462,four_guys,🔆 Mr_Y,62,9,0,0,0,2,2,0,2023-05-30T17:33:00,0.0,58.064516129032256
four_guys_00463,four_guys,🔆 Mr_Y,1,2,0,0,0,0,0,0,2023-06-01T06:17:00,0.0,0.0
four_guys_00464,four_guys,🔆 Mr_Y,145,30,0,0,0,9,5,0,2023-06-02T14:05:00,0.0,62.068965517241374
four_guys_00465,four_guys,🔆 Mr_Y,25,5,0,0,0,0,0,0,2023-06-05T06:26:00,0.0,0.0
four_guys_00466,four_guys,🔆 Mr_Y,155,24,0,0,0,3,10,0,2023-06-07T14:40:00,0.0,116.12903225806451
four_guys_00467,four_guys,🔆 Mr_Y,359,51,0,0,0,21,25,1,2023-06-08T06:39:00,0.0,128.69080779944292
four_guys_00468,four_guys,🔆 Mr_Y,11,3,0,0,0,0,0,0,2023-06-09T16:16:00,0.0,0.0
four_guys_00469,four_guys,🔆 Mr_Y,12,5,0,0,0,0,0,0,2023-06-10T13:41:00,0.0,0.0
four_guys_00470,four_guys,🔆 Mr_Y,77,14,0,0,0,0,3,0,2023-06-11T16:06:00,0.0,70.12987012987013
four_guys_00471,four_guys,🔆 Mr_Y,2,1,0,0,0,0,0,0,2023-06-12T08:05:00,0.0,0.0
four_guys_00472,four_guys,🔆 Mr_Y,80,15,0,0,0,3,2,0,2023-06-13T11:44:00,0.0,45.0
four_guys_00473,four_guys,🔆 Mr_Y,26,8,0,0,0,1,0,0,2023-06-14T18:54:00,0.0,0.0
four_guys_00474,four_guys,🔆 Mr_Y,9,3,0,0,0,1,0,0,2023-06-15T00:29:00,0.0,0.0
four_guys_00475,four_guys,🔆 Mr_Y,98,23,0,0,0,2,5,0,2023-06-15T11:33:00,0.0,104.08163265306123
four_guys_00476,four_guys,🔆 Mr_Y,44,7,0,0,0,2,2,1,2023-06-18T12:28:00,0.0,81.81818181818181
four_guys_00477,four_guys,🔆 Mr_Y,391,64,6,0,0,16,23,1,2023-06-20T09:07:00,23.017902813299234,108.95140664961636
four_guys_00478,four_guys,🔆 Mr_Y,62,15,0,0,0,4,1,1,2023-06-21T06:00:00,0.0,29.032258064516128
four_guys_00479,four_guys,🔆 Mr_Y,199,37,0,0,0,3,7,2,2023-06-23T09:55:00,0.0,63.31658291457287
four_guys_00480,four_guys,🔆 Mr_Y,21,8,0,0,0,1,1,0,2023-06-24T06:00:00,0.0,85.71428571428571
four_guys_00481,four_guys,🔆 Mr_Y,56,9,0,0,0,1,2,0,2023-06-26T07:12:00,0.0,64.28571428571429
four_guys_00482,four_guys,🔆 Mr_Y,8,3,0,0,0,0,0,0,2023-06-26T15:32:00,0.0,0.0
four_guys_00483,four_guys,🔆 Mr_Y,365,68,0,0,0,11,10,0,2023-06-27T16:14:00,0.0,49.31506849315068
four_guys_00484,four_guys,🔆 Mr_Y,130,21,0,0,0,1,3,0,2023-06-28T11:09:00,0.0,41.53846153846154
four_guys_00485,four_guys,🔆 Mr_Y,33,8,0,0,0,1,0,0,2023-06-29T15:40:00,0.0,0.0
four_guys_00486,four_guys,🔆 Mr_Y,3,2,0,0,0,0,0,0,2023-06-30T11:03:00,0.0,0.0
four_guys_00487,four_guys,🔆 Mr_Y,74,15,0,0,0,0,2,0,2023-07-01T06:47:00,0.0,48.64864864864865
four_guys_00488,four_guys,🔆 Mr_Y,2,2,0,0,0,0,0,0,2023-07-01T20:36:00,0.0,0.0
four_guys_00489,four_guys,🔆 Mr_Y,176,30,0,0,0,3,7,1,2023-07-02T06:07:00,0.0,71.5909090909091
four_guys_00490,four_guys,🔆 Mr_Y,1,1,0,0,0,0,0,0,2023-07-02T19:12:00,0.0,0.0
four_guys_00491,four_guys,🔆 Mr_Y,15,3,0,0,0,1,0,0,2023-07-03T15:26:00,0.0,0.0
four_guys_00492,four_guys,🔆 Mr_Y,1,1,0,0,0,0,0,0,2023-07-04T07:42:00,0.0,0.0
four_guys_00493,four_guys,🔆 Mr_Y,11,3,0,0,0,0,0,0,2023-07-04T15:16:00,0.0,0.0
four_guys_00494,four_guys,🔆 Mr_Y,34,6,0,0,0,0,0,0,2023-07-05T13:54:00,0.0,0.0
four_guys_00495,four_guys,🔆 Mr_Y,8,1,0,0,0,0,0,0,2023-07-05T21:51:00,0.0,0.0
four_guys_00496,four_guys,🔆 Mr_Y,110,20,0,0,0,2,3,0,2023-07-06T10:54:00,0.0,49.090909090909086
four_guys_00497,four_guys,🔆 Mr_Y,229,51,0,0,0,12,4,5,2023-07-07T09:57:00,0.0,31.441048034934497
four_guys_00498,four_guys,🔆 Mr_Y,153,30,0,0,0,7,9,1,2023-07-08T07:01:00,0.0,105.88235294117646
four_guys_00499,four_guys,🔆 Mr_Y,267,47,0,0,0,8,4,0,2023-07-09T15:51:00,0.0,24.719101123595504
four_guys_00500,four_guys,🔆 Mr_Y,94,20,0,0,0,5,1,0,2023-07-11T03:25:00,0.0,19.148936170212767
four_guys_00501,four_guys,🔆 Mr_Y,354,58,2,0,0,8,13,0,2023-07-12T08:15:00,8.474576271186441,69.49152542372882
four_guys_00502,four_guys,🔆 Mr_Y,27,7,0,0,0,0,2,0,2023-07-13T11:08:00,0.0,133.33333333333334
four_guys_00503,four_guys,🔆 Mr_Y,75,10,0,0,0,4,3,0,2023-07-13T19:09:00,0.0,72.0
four_guys_00504,four_guys,🔆 Mr_Y,327,60,0,0,0,19,18,0,2023-07-14T05:53:00,0.0,102.75229357798166
four_guys_00505,four_guys,🔆 Mr_Y,52,11,0,0,0,0,4,0,2023-07-15T15:17:00,0.0,161.53846153846155
four_guys_00506,four_guys,🔆 Mr_Y,184,25,0,0,0,0,9,0,2023-07-17T13:59:00,0.0,88.04347826086958
four_guys_00507,four_guys,🔆 Mr_Y,20,4,0,0,0,0,0,0,2023-07-18T10:45:00,0.0,0.0
four_guys_00508,four_guys,🔆 Mr_Y,121,20,0,0,0,7,1,0,2023-07-19T15:14:00,0.0,14.876033057851242
four_guys_00509,four_guys,🔆 Mr_Y,228,34,0,0,0,3,11,1,2023-07-20T15:50:00,0.0,97.36842105263158
four_guys_00510,four_guys,🔆 Mr_Y,326,35,0,0,0,8,10,0,2023-07-21T07:51:00,0.0,55.21472392638037
four_guys_00511,four_guys,🔆 Mr_Y,258,36,1,0,0,1,6,1,2023-07-22T08:29:00,5.813953488372093,39.53488372093023
four_guys_00512,four_guys,🔆 Mr_Y,82,10,0,0,0,9,7,0,2023-07-24T11:47:00,0.0,153.65853658536588
four_guys_00513,four_guys,🔆 Mr_Y,153,14,0,0,0,2,6,0,2023-07-25T09:11:00,0.0,78.43137254901961
four_guys_00514,four_guys,🔆 Mr_Y,81,13,0,0,0,0,5,0,2023-07-26T08:15:00,0.0,111.11111111111111
four_guys_00515,four_guys,🔆 Mr_Y,12,1,0,0,0,1,1,0,2023-07-27T09:20:00,0.0,150.0
four_guys_00516,four_guys,🔆 Mr_Y,300,26,0,0,0,14,13,0,2023-07-27T18:15:00,0.0,78.0
four_guys_00517,four_guys,🔆 Mr_Y,436,69,0,0,0,10,10,0,2023-07-29T10:48:00,0.0,44.03669724770643
four_guys_00518,four_guys,🔆 Mr_Y,8,1,0,0,0,1,0,0,2023-07-29T22:56:00,0.0,0.0
four_guys_00519,four_guys,🔆 Mr_Y,307,30,0,0,0,3,7,0,2023-07-30T14:41:00,0.0,44.95114006514658
four_guys_00520,four_guys,🔆 Mr_Y,909,179,0,0,0,24,23,0,2023-07-31T07:32:00,0.0,45.54455445544555
four_guys_00521,four_guys,🔆 Mr_Y,38,10,0,0,0,1,0,0,2023-08-01T07:24:00,0.0,0.0
four_guys_00522,four_guys,🔆 Mr_Y,35,10,0,0,0,1,1,0,2023-08-01T20:35:00,0.0,51.42857142857142
four_guys_00523,four_guys,🔆 Mr_Y,143,29,0,0,0,4,2,1,2023-08-02T15:32:00,0.0,25.174825174825177
four_guys_00524,four_guys,🔆 Mr_Y,464,81,1,0,0,12,10,0,2023-08-03T13:55:00,3.232758620689655,45.258620689655174
four_guys_00525,four_guys,🔆 Mr_Y,419,44,0,1,0,4,18,0,2023-08-04T09:26:00,4.773269689737471,78.75894988066825
four_guys_00526,four_guys,🔆 Mr_Y,201,30,0,0,0,0,16,0,2023-08-05T08:13:00,0.0,149.25373134328356
four_guys_00527,four_guys,🔆 Mr_Y,64,7,0,0,0,1,0,0,2023-08-06T07:59:00,0.0,0.0
four_guys_00528,four_guys,🔆 Mr_Y,364,31,0,0,0,7,14,0,2023-08-07T10:43:00,0.0,69.23076923076924
four_guys_00529,four_guys,🔆 Mr_Y,70,17,0,0,0,3,0,1,2023-08-08T16:07:00,0.0,0.0
four_guys_00530,four_guys,🔆 Mr_Y,65,12,0,0,0,0,2,1,2023-08-09T11:59:00,0.0,55.38461538461539
four_guys_00531,four_guys,🔆 Mr_Y,26,7,0,0,0,0,0,0,2023-08-10T09:46:00,0.0,0.0
four_guys_00532,four_guys,🔆 Mr_Y,5,3,0,0,0,0,0,0,2023-08-11T09:10:00,0.0,0.0
four_guys_00533,four_guys,🔆 Mr_Y,11,5,0,0,0,0,1,0,2023-08-12T07:14:00,0.0,163.63636363636363
four_guys_00534,four_guys,🔆 Mr_Y,77,10,0,0,0,1,2,0,2023-08-13T07:48:00,0.0,46.75324675324676
four_guys_00535,four_guys,🔆 Mr_Y,12,4,0,0,0,0,0,0,2023-08-14T12:27:00,0.0,0.0
four_guys_00536,four_guys,🔆 Mr_Y,222,47,0,0,0,12,9,0,2023-08-15T14:35:00,0.0,70.27027027027026
four_guys_00537,four_guys,🔆 Mr_Y,2,1,0,0,0,0,0,0,2023-08-16T18:46:00,0.0,0.0
four_guys_00538,four_guys,🔆 Mr_Y,12,2,0,0,0,1,0,0,2023-08-17T11:01:00,0.0,0.0
four_guys_00539,four_guys,🔆 Mr_Y,6,2,0,0,0,0,0,0,2023-08-20T15:49:00,0.0,0.0
four_guys_00540,four_guys,🔆 Mr_Y,105,17,1,0,0,3,1,0,2023-08-21T08:03:00,14.285714285714288,17.142857142857146
four_guys_00541,four_guys,🔆 Mr_Y,91,18,0,0,0,0,0,0,2023-08-23T10:15:00,0.0,0.0
four_guys_00542,four_guys,🔆 Mr_Y,17,5,0,0,0,0,1,0,2023-08-25T16:14:00,0.0,105.88235294117646
four_guys_00543,four_guys,🔆 Mr_Y,14,2,0,0,0,2,0,0,2023-08-26T07:57:00,0.0,0.0
four_guys_00544,four_guys,🔆 Mr_Y,22,3,0,0,0,0,1,0,2023-08-28T20:23:00,0.0,81.81818181818181
four_guys_00545,four_guys,🔆 Mr_Y,37,10,0,0,0,4,1,0,2023-08-29T14:02:00,0.0,48.64864864864865
four_guys_00546,four_guys,🔆 Mr_Y,67,6,0,0,0,0,7,0,2023-08-30T10:01:00,0.0,188.0597014925373
four_guys_00547,four_guys,🔆 Mr_Y,64,14,0,0,0,1,2,0,2023-08-31T08:14:00,0.0,56.25
four_guys_00548,four_guys,🔆 Mr_Y,106,20,0,0,0,1,5,0,2023-09-01T08:21:00,0.0,84.9056603773585
four_guys_00549,four_guys,🔆 Mr_Y,14,1,0,0,0,0,3,0,2023-09-02T08:32:00,0.0,385.7142857142857
four_guys_00550,four_guys,🔆 Mr_Y,30,5,0,0,0,1,1,0,2023-09-02T18:42:00,0.0,60.00000000000001
four_guys_00551,four_guys,🔆 Mr_Y,756,108,0,0,0,17,31,0,2023-09-03T08:36:00,0.0,73.01587301587301
four_guys_00552,four_guys,🔆 Mr_Y,302,45,0,0,0,0,5,1,2023-09-04T14:39:00,0.0,29.801324503311264
four_guys_00553,four_guys,🔆 Mr_Y,15,2,0,0,0,0,1,0,2023-09-05T09:15:00,0.0,120.00000000000001
four_guys_00554,four_guys,🔆 Mr_Y,11,2,0,0,0,0,0,0,2023-09-05T21:55:00,0.0,109.09090909090908
four_guys_00555,four_guys,🔆 Mr_Y,9,7,0,0,0,0,0,0,2023-09-06T08:57:00,0.0,0.0
four_guys_00556,four_guys,🔆 Mr_Y,50,10,0,0,0,0,3,0,2023-09-06T16:24:00,0.0,108.0
four_guys_00557,four_guys,🔆 Mr_Y,15,2,0,0,0,0,2,0,2023-09-07T21:06:00,0.0,320.0
four_guys_00558,four_guys,🔆 Mr_Y,536,76,0,0,0,26,18,0,2023-09-08T09:55:00,0.0,61.56716417910447
four_guys_00559,four_guys,🔆 Mr_Y,174,36,0,0,0,4,2,1,2023-09-09T07:41:00,0.0,20.689655172413794
four_guys_00560,four_guys,🔆 Mr_Y,416,50,0,0,0,12,14,0,2023-09-10T07:44:00,0.0,72.11538461538461
four_guys_00561,four_guys,🔆 Mr_Y,230,23,0,0,0,0,10,0,2023-09-11T10:05:00,0.0,78.26086956521739
four_guys_00562,four_guys,🔆 Mr_Y,6,2,0,0,0,0,0,0,2023-09-11T17:18:00,0.0,0.0
four_guys_00563,four_guys,🔆 Mr_Y,4,2,0,0,0,0,0,0,2023-09-12T08:46:00,0.0,0.0
four_guys_00564,four_guys,🔆 Mr_Y,9,3,0,0,0,0,1,0,2023-09-12T15:23:00,0.0,199.99999999999997
four_guys_00565,four_guys,🔆 Mr_Y,12,4,0,0,0,0,0,0,2023-09-14T20:37:00,0.0,0.0
four_guys_00566,four_guys,🔆 Mr_Y,32,12,0,0,0,0,0,2,2023-09-15T10:14:00,0.0,0.0
four_guys_00567,four_guys,🔆 Mr_Y,24,9,0,0,0,1,0,0,2023-09-16T13:08:00,0.0,0.0
four_guys_00568,four_guys,🔆 Mr_Y,10,4,0,0,0,0,0,1,2023-09-16T21:46:00,0.0,0.0
four_guys_00569,four_guys,🔆 Mr_Y,2,2,0,0,0,0,0,0,2023-09-17T17:58:00,0.0,0.0
four_guys_00570,four_guys,🔆 Mr_Y,38,8,0,0,0,0,3,0,2023-09-18T09:13:00,0.0,142.10526315789474
four_guys_00571,four_guys,🔆 Mr_Y,5,1,0,0,0,1,0,0,2023-09-21T14:32:00,0.0,0.0
four_guys_00572,four_guys,🔆 Mr_Y,16,5,0,0,0,0,0,1,2023-09-22T11:47:00,0.0,0.0
four_guys_00573,four_guys,🔆 Mr_Y,32,7,0,0,0,2,0,0,2023-09-28T10:56:00,0.0,0.0
four_guys_00574,four_guys,🔆 Mr_Y,17,4,0,0,0,1,0,0,2023-09-29T02:40:00,0.0,0.0
four_guys_00575,four_guys,🔆 Mr_Y,10,2,0,0,0,0,0,0,2023-09-29T10:30:00,0.0,0.0
four_guys_00576,four_guys,🔆 Mr_Y,9,3,0,0,0,0,0,0,2023-09-30T11:16:00,0.0,0.0
four_guys_00577,four_guys,🔆 Mr_Y,9,2,0,0,0,2,0,0,2023-10-01T03:17:00,0.0,0.0
four_guys_00578,four_guys,🔆 Mr_Y,7,2,0,0,0,0,0,0,2023-10-01T14:09:00,0.0,0.0
four_guys_00579,four_guys,🔆 Mr_Y,34,7,0,0,0,1,0,0,2023-10-02T03:39:00,0.0,0.0
four_guys_00580,four_guys,🔆 Mr_Y,134,19,0,0,0,3,7,0,2023-10-04T09:01:00,0.0,102.98507462686567
four_guys_00581,four_guys,🔆 Mr_Y,110,17,0,0,0,2,3,0,2023-10-06T10:23:00,0.0,49.090909090909086
four_guys_00582,four_guys,🔆 Mr_Y,21,1,0,0,0,0,2,0,2023-10-07T04:46:00,0.0,171.42857142857142
four_guys_00583,four_guys,🔆 Mr_Y,40,4,0,0,0,0,1,0,2023-10-07T10:58:00,0.0,45.0
four_guys_00584,four_guys,🔆 Mr_Y,660,84,0,0,0,14,33,0,2023-10-08T08:22:00,0.0,90.0
four_guys_00585,four_guys,🔆 Mr_Y,85,14,0,0,0,1,3,0,2023-10-09T08:58:00,0.0,63.52941176470589
four_guys_00586,four_guys,🔆 Mr_Y,151,24,0,1,0,3,5,1,2023-10-10T06:44:00,13.245033112582782,59.60264900662253
four_guys_00587,four_guys,🔆 Mr_Y,9,3,0,0,0,0,0,0,2023-10-11T12:52:00,0.0,0.0
four_guys_00588,four_guys,🔆 Mr_Y,332,48,0,0,0,12,13,1,2023-10-12T08:42:00,0.0,77.71084337349399
four_guys_00589,four_guys,🔆 Mr_Y,350,60,0,0,0,8,13,0,2023-10-14T08:00:00,0.0,68.57142857142858
four_guys_00590,four_guys,🔆 Mr_Y,347,49,1,0,0,2,25,0,2023-10-15T08:22:00,4.322766570605188,136.5994236311239
four_guys_00591,four_guys,🔆 Mr_Y,26,5,0,0,0,0,0,0,2023-10-17T14:41:00,0.0,0.0
four_guys_00592,four_guys,🔆 Mr_Y,13,4,0,0,0,0,1,0,2023-10-18T12:45:00,0.0,138.46153846153848
four_guys_00593,four_guys,🔆 Mr_Y,23,3,0,0,0,1,0,0,2023-10-20T10:05:00,0.0,-26.08695652173913
four_guys_00594,four_guys,🔆 Mr_Y,431,60,0,0,0,14,16,1,2023-10-21T09:09:00,0.0,65.42923433874711
four_guys_00595,four_guys,🔆 Mr_Y,36,4,0,0,0,0,1,0,2023-10-22T10:36:00,0.0,49.99999999999999
four_guys_00596,four_guys,🔆 Mr_Y,154,16,0,0,0,0,12,0,2023-10-22T17:07:00,0.0,148.05194805194805
four_guys_00597,four_guys,🔆 Mr_Y,7,2,0,0,0,0,1,0,2023-10-23T08:16:00,0.0,257.14285714285717
four_guys_00598,four_guys,🔆 Mr_Y,30,4,0,0,0,1,2,0,2023-10-24T08:07:00,0.0,120.00000000000001
four_guys_00599,four_guys,🔆 Mr_Y,68,14,0,0,0,1,5,0,2023-10-25T09:36:00,0.0,132.3529411764706
four_guys_00600,four_guys,🔆 Mr_Y,19,3,0,0,0,1,0,0,2023-10-25T16:52:00,0.0,0.0
four_guys_00601,four_guys,🔆 Mr_Y,249,27,0,0,0,2,13,0,2023-10-26T07:51:00,0.0,96.38554216867469
four_guys_00602,four_guys,🔆 Mr_Y,344,50,0,0,0,6,10,0,2023-10-27T10:04:00,0.0,59.302325581395344
four_guys_00603,four_guys,🔆 Mr_Y,95,19,0,0,0,0,1,0,2023-10-28T07:30:00,0.0,18.94736842105263
four_guys_00604,four_guys,🔆 Mr_Y,32,4,0,0,0,2,2,0,2023-10-29T12:39:00,0.0,112.5
four_guys_00605,four_guys,🔆 Mr_Y,13,2,0,0,0,2,1,0,2023-10-30T07:51:00,0.0,138.46153846153848
four_guys_00606,four_guys,🔆 Mr_Y,245,30,0,0,0,6,2,0,2023-10-31T11:21:00,0.0,22.040816326530614
four_guys_00607,four_guys,🔆 Mr_Y,15,3,0,0,0,0,0,0,2023-11-01T14:38:00,0.0,0.0
four_guys_00608,four_guys,🔆 Mr_Y,76,16,0,0,0,0,6,0,2023-11-02T00:01:00,0.0,142.10526315789474
four_guys_00609,four_guys,🔆 Mr_Y,91,15,0,0,0,4,2,0,2023-11-02T13:43:00,0.0,52.747252747252745
four_guys_00610,four_guys,🔆 Mr_Y,59,6,0,0,0,0,1,0,2023-11-03T11:54:00,0.0,30.50847457627119
four_guys_00611,four_guys,🔆 Mr_Y,12,4,0,0,0,0,0,0,2023-11-10T14:20:00,0.0,0.0
four_guys_00612,four_guys,🔆 Mr_Y,31,6,0,0,0,1,2,0,2023-11-16T17:26:00,0.0,116.12903225806451
four_guys_00613,four_guys,🔆 Mr_Y,20,5,0,0,0,1,0,0,2023-11-18T12:33:00,0.0,0.0
four_guys_00614,four_guys,🔆 Mr_Y,10,2,0,0,0,1,0,0,2023-11-20T13:54:00,0.0,0.0
four_guys_00615,four_guys,🔆 Mr_Y,20,6,0,0,0,0,2,0,2023-11-21T15:42:00,0.0,180.0
four_guys_00616,four_guys,🔆 Mr_Y,65,12,0,0,0,1,2,0,2023-11-22T11:57:00,0.0,55.38461538461539
four_guys_00617,four_guys,🔆 Mr_Y,34,8,2,0,0,0,0,0,2023-11-27T09:09:00,88.23529411764706,0.0
four_guys_00618,four_guys,🔆 Mr_Y,4,2,0,0,0,0,0,0,2023-11-28T20:16:00,0.0,-150.0
four_guys_00619,four_guys,🔆 Mr_Y,229,30,0,0,0,11,6,0,2023-11-29T13:06:00,0.0,47.161572052401745
four_guys_00620,four_guys,🔆 Mr_Y,89,20,0,0,0,3,2,0,2023-11-30T07:43:00,0.0,40.44943820224719
four_guys_00621,four_guys,🔆 Mr_Y,76,12,0,0,0,7,4,0,2023-12-01T05:28:00,0.0,94.73684210526315
four_guys_00622,four_guys,🔆 Mr_Y,49,7,0,0,0,1,1,0,2023-12-01T14:11:00,0.0,36.734693877551024
four_guys_00623,four_guys,🔆 Mr_Y,126,18,0,0,0,3,3,0,2023-12-02T15:32:00,0.0,42.857142857142854
four_guys_00624,four_guys,🔆 Mr_Y,222,41,0,0,0,16,4,0,2023-12-04T07:02:00,0.0,37.83783783783784
four_guys_00625,four_guys,🔆 Mr_Y,130,25,0,0,0,8,3,0,2023-12-05T09:46:00,0.0,50.769230769230774
four_guys_00626,four_guys,🔆 Mr_Y,89,9,0,0,0,1,2,0,2023-12-06T14:45:00,0.0,40.44943820224719
four_guys_00627,four_guys,🔆 Mr_Y,123,24,0,0,0,6,2,0,2023-12-07T11:51:00,0.0,29.268292682926834
four_guys_00628,four_guys,🔆 Mr_Y,118,28,0,0,0,0,5,0,2023-12-08T11:52:00,0.0,86.44067796610169
four_guys_00629,four_guys,🔆 Mr_Y,5,3,0,0,0,0,1,0,2023-12-09T14:36:00,0.0,360.0
four_guys_00630,four_guys,🔆 Mr_Y,7,1,0,0,0,1,0,0,2023-12-10T04:16:00,0.0,0.0
four_guys_00631,four_guys,🔆 Mr_Y,80,19,0,0,0,3,1,0,2023-12-10T11:26:00,0.0,7.5
four_guys_00632,four_guys,🔆 Mr_Y,52,7,0,0,0,0,5,0,2023-12-11T13:14:00,0.0,196.1538461538462
four_guys_00633,four_guys,🔆 Mr_Y,57,8,0,0,0,3,2,0,2023-12-11T19:45:00,0.0,63.157894736842096
four_guys_00634,four_guys,🔆 Mr_Y,16,4,0,0,0,3,0,0,2023-12-12T08:13:00,0.0,0.0
four_guys_00635,four_guys,🔆 Mr_Y,1,2,0,0,0,0,0,0,2023-12-13T10:11:00,0.0,0.0
four_guys_00636,four_guys,🔆 Mr_Y,28,3,0,0,0,2,1,0,2023-12-15T00:57:00,0.0,64.28571428571429
four_guys_00637,four_guys,🔆 Mr_Y,130,16,0,0,0,2,3,0,2023-12-15T09:32:00,0.0,50.769230769230774
four_guys_00638,four_guys,🔆 Mr_Y,4,1,0,0,0,0,0,0,2023-12-15T21:37:00,0.0,0.0
four_guys_00639,four_guys,🔆 Mr_Y,331,48,0,0,0,1,15,0,2023-12-16T10:30:00,0.0,81.57099697885195
four_guys_00640,four_guys,🔆 Mr_Y,1,1,0,0,0,0,0,0,2023-12-17T14:28:00,0.0,0.0
four_guys_00641,four_guys,🔆 Mr_Y,10,2,0,0,0,0,0,0,2023-12-18T07:25:00,0.0,0.0
four_guys_00642,four_guys,🔆 Mr_Y,55,11,0,0,0,3,3,0,2023-12-18T17:08:00,0.0,98.18181818181817
four_guys_00643,four_guys,🔆 Mr_Y,73,11,0,0,0,1,1,0,2023-12-19T06:58:00,0.0,24.65753424657534
four_guys_00644,four_guys,🔆 Mr_Y,44,5,0,0,0,2,1,0,2023-12-19T15:47:00,0.0,40.90909090909091
four_guys_00645,four_guys,🔆 Mr_Y,20,6,0,0,0,2,0,0,2023-12-20T14:39:00,0.0,0.0
four_guys_00646,four_guys,🔆 Mr_Y,15,3,0,0,0,0,1,0,2023-12-21T08:15:00,0.0,120.00000000000001
four_guys_00647,four_guys,🔆 Mr_Y,15,2,0,0,0,1,1,0,2023-12-29T21:40:00,0.0,120.00000000000001
four_guys_00648,four_guys,🔆 Mr_Y,12,4,0,0,0,1,0,0,2023-12-30T07:46:00,0.0,0.0
four_guys_00649,four_guys,🔆 Mr_Y,15,6,0,0,0,0,0,0,2023-12-30T19:51:00,0.0,0.0
four_guys_00650,four_guys,🔆 Mr_Y,4,1,0,0,0,0,0,0,2023-12-31T23:55:00,0.0,0.0
four_guys_00651,four_guys,🔆 Mr_Y,15,4,0,0,0,1,1,0,2024-01-02T19:39:00,0.0,120.00000000000001
four_guys_00652,four_guys,🔆 Mr_Y,7,4,0,0,0,0,1,0,2024-01-05T06:52:00,0.0,257.14285714285717
four_guys_00653,four_guys,🔆 Mr_Y,12,8,0,0,0,0,0,0,2024-01-11T20:49:00,0.0,0.0
four_guys_00654,four_guys,🔆 Mr_Y,9,2,0,0,0,0,0,0,2024-01-12T21:40:00,0.0,0.0
four_guys_00655,four_guys,🔆 Mr_Y,18,4,0,0,0,0,2,0,2024-01-14T09:48:00,0.0,199.99999999999997
four_guys_00656,four_guys,🔆 Mr_Y,226,20,0,0,0,0,4,0,2024-01-14T17:37:00,0.0,26.548672566371682
four_guys_00657,four_guys,🔆 Mr_Y,27,7,0,0,0,0,1,0,2024-01-18T08:28:00,0.0,66.66666666666667
four_guys_00658,four_guys,🔆 Mr_Y,93,19,0,0,0,1,0,0,2024-01-18T16:34:00,0.0,0.0
four_guys_00659,four_guys,🔆 Mr_Y,366,56,0,0,0,13,11,0,2024-01-19T06:33:00,0.0,54.0983606557377
four_guys_00660,four_guys,🔆 Mr_Y,177,17,0,0,0,1,10,0,2024-01-20T08:15:00,0.0,101.69491525423729
four_guys_00661,four_guys,🔆 Mr_Y,21,3,0,0,0,0,0,0,2024-01-21T17:49:00,0.0,0.0
four_guys_00662,four_guys,🔆 Mr_Y,49,4,0,0,0,2,1,0,2024-01-22T10:22:00,0.0,36.734693877551024
four_guys_00663,four_guys,🔆 Mr_Y,44,4,0,0,0,1,1,0,2024-01-22T21:47:00,0.0,40.90909090909091
four_guys_00664,four_guys,🔆 Mr_Y,92,13,0,0,0,2,3,0,2024-01-23T09:29:00,0.0,58.69565217391305
four_guys_00665,four_guys,🔆 Mr_Y,20,4,0,0,0,0,0,0,2024-01-24T17:16:00,0.0,0.0
four_guys_00666,four_guys,🔆 Mr_Y,326,27,0,0,0,2,5,0,2024-01-26T20:06:00,0.0,27.607361963190186
